W-P,First Choice,Second Choice,Third Choice,Count,undervote,undervote*count,overvote,Total Irregularities,Duplicates,
8-May,FLO,SALLY WAY,MAX SPAWN,1,0,0,,,,
9-Jan,FLO,WIL,CAR,1,0,0,,,,
8-Jul,FLO,WIL,CLA,1,0,0,,,,
1-Apr,FLO,WIL,EVE,1,0,0,,,,
10-Aug,FLO,WIL,EVE,1,0,0,,,,
5-May,FLO,WIL,KOL,1,0,0,,,,
7-Sep,FLO,WIL,KOL,1,0,0,,,,
7-Jun,FLO,WIL,RYB,1,0,0,,,,
1-Jan,FLO,XXX,XXX,3,2,3,,,,
2-Jan,FLO,XXX,XXX,9,2,9,,,,
3-Jan,FLO,XXX,XXX,4,2,4,,,,
4-Jan,FLO,XXX,XXX,4,2,4,,,,
5-Jan,FLO,XXX,XXX,3,2,3,,,,
6-Jan,FLO,XXX,XXX,2,2,2,,,,
8-Jan,FLO,XXX,XXX,5,2,5,,,,
9-Jan,FLO,XXX,XXX,5,2,5,,,,
10-Jan,FLO,XXX,XXX,1,2,1,,,,
1-Feb,FLO,XXX,XXX,4,2,4,,,,
2-Feb,FLO,XXX,XXX,1,2,1,,,,
3-Feb,FLO,XXX,XXX,3,2,3,,,,
5-Feb,FLO,XXX,XXX,1,2,1,,,,
6-Feb,FLO,XXX,XXX,3,2,3,,,,
8-Feb,FLO,XXX,XXX,1,2,1,,,,
9-Feb,FLO,XXX,XXX,8,2,8,,,,
10-Feb,FLO,XXX,XXX,7,2,7,,,,
3-Mar,FLO,XXX,XXX,3,2,3,,,,
4-Mar,FLO,XXX,XXX,2,2,2,,,,
5-Mar,FLO,XXX,XXX,4,2,4,,,,
6-Mar,FLO,XXX,XXX,7,2,7,,,,
7-Mar,FLO,XXX,XXX,4,2,4,,,,
8-Mar,FLO,XXX,XXX,4,2,4,,,,
9-Mar,FLO,XXX,XXX,4,2,4,,,,
1-Apr,FLO,XXX,XXX,7,2,7,,,,
2-Apr,FLO,XXX,XXX,4,2,4,,,,
3-Apr,FLO,XXX,XXX,9,2,9,,,,
4-Apr,FLO,XXX,XXX,7,2,7,,,,
5-Apr,FLO,XXX,XXX,3,2,3,,,,
6-Apr,FLO,XXX,XXX,12,2,12,,,,
7-Apr,FLO,XXX,XXX,3,2,3,,,,
8-Apr,FLO,XXX,XXX,6,2,6,,,,
9-Apr,FLO,XXX,XXX,8,2,8,,,,
10-Apr,FLO,XXX,XXX,10,2,10,,,,
1-May,FLO,XXX,XXX,19,2,19,,,,
2-May,FLO,XXX,XXX,6,2,6,,,,
3-May,FLO,XXX,XXX,22,2,22,,,,
4-May,FLO,XXX,XXX,16,2,16,,,,
5-May,FLO,XXX,XXX,15,2,15,,,,
6-May,FLO,XXX,XXX,7,2,7,,,,
7-May,FLO,XXX,XXX,10,2,10,,,,
8-May,FLO,XXX,XXX,13,2,13,,,,
10-May,FLO,XXX,XXX,7,2,7,,,,
2-Jun,FLO,XXX,XXX,1,2,1,,,,
3-Jun,FLO,XXX,XXX,3,2,3,,,,
4-Jun,FLO,XXX,XXX,5,2,5,,,,
5-Jun,FLO,XXX,XXX,3,2,3,,,,
6-Jun,FLO,XXX,XXX,2,2,2,,,,
7-Jun,FLO,XXX,XXX,2,2,2,,,,
8-Jun,FLO,XXX,XXX,1,2,1,,,,
8-Jun,FLO,XXX,XXX,2,2,2,,,,
1-Jul,FLO,XXX,XXX,2,2,2,,,,
3-Jul,FLO,XXX,XXX,1,2,1,,,,
4-Jul,FLO,XXX,XXX,3,2,3,,,,
5-Jul,FLO,XXX,XXX,1,2,1,,,,
6-Jul,FLO,XXX,XXX,3,2,3,,,,
8-Jul,FLO,XXX,XXX,3,2,3,,,,
9-Jul,FLO,XXX,XXX,1,2,1,,,,
10-Jul,FLO,XXX,XXX,4,2,4,,,,
2-Aug,FLO,XXX,XXX,2,2,2,,,,
3-Aug,FLO,XXX,XXX,3,2,3,,,,
4-Aug,FLO,XXX,XXX,4,2,4,,,,
5-Aug,FLO,XXX,XXX,10,2,10,,,,
6-Aug,FLO,XXX,XXX,2,2,2,,,,
7-Aug,FLO,XXX,XXX,1,2,1,,,,
8-Aug,FLO,XXX,XXX,3,2,3,,,,
9-Aug,FLO,XXX,XXX,2,2,2,,,,
10-Aug,FLO,XXX,XXX,6,2,6,,,,
1-Sep,FLO,XXX,XXX,3,2,3,,,,
2-Sep,FLO,XXX,XXX,5,2,5,,,,
4-Sep,FLO,XXX,XXX,1,2,1,,,,
5-Sep,FLO,XXX,XXX,1,2,1,,,,
6-Sep,FLO,XXX,XXX,3,2,3,,,,
7-Sep,FLO,XXX,XXX,1,2,1,,,,
8-Sep,FLO,XXX,XXX,8,2,8,,,,
9-Sep,FLO,XXX,XXX,3,2,3,,,,
10-Sep,FLO,XXX,XXX,1,2,1,,,,
1-Oct,FLO,XXX,XXX,2,2,2,,,,
3-Oct,FLO,XXX,XXX,2,2,2,,,,
4-Oct,FLO,XXX,XXX,1,2,1,,,,
5-Oct,FLO,XXX,XXX,10,2,10,,,,
6-Oct,FLO,XXX,XXX,1,2,1,,,,
8-Oct,FLO,XXX,XXX,4,2,4,,,,
10-Oct,FLO,XXX,XXX,2,2,2,,,,
2-Nov,FLO,XXX,XXX,3,2,3,,,,
3-Nov,FLO,XXX,XXX,2,2,2,,,,
4-Nov,FLO,XXX,XXX,6,2,6,,,,
6-Nov,FLO,XXX,XXX,1,2,1,,,,
7-Nov,FLO,XXX,XXX,1,2,1,,,,
8-Nov,FLO,XXX,XXX,3,2,3,,,,
9-Nov,FLO,XXX,XXX,4,2,4,,,,
1-Dec,FLO,XXX,XXX,3,2,3,,,,
2-Dec,FLO,XXX,XXX,2,2,2,,,,
3-Dec,FLO,XXX,XXX,1,2,1,,,,
4-Dec,FLO,XXX,XXX,2,2,2,,,,
5-Dec,FLO,XXX,XXX,1,2,1,,,,
6-Dec,FLO,XXX,XXX,1,2,1,,,,
8-Dec,FLO,XXX,XXX,1,2,1,,,,
9-Dec,FLO,XXX,XXX,3,2,3,,,,
10-Dec,FLO,XXX,XXX,2,2,2,,,,
11-Dec,FLO,XXX,XXX,1,2,1,,,,
13-01,FLO,XXX,XXX,1,2,1,,,,
13-02,FLO,XXX,XXX,5,2,5,,,,
13-04,FLO,XXX,XXX,1,2,1,,,,
13-07,FLO,XXX,XXX,1,2,1,,,,
13-08,FLO,XXX,XXX,2,2,2,,,,
13-09,FLO,XXX,XXX,1,2,1,,,,
1-Dec,FMR SEN NORMAN COLEMAN,XXX,XXX,1,2,1,,,,
1-Dec,FRA,ANDREW POMROY,BRIAN SHEKLETON,1,0,0,,,,
7-Feb,FRA,BOB MILLER,FLO,1,0,0,,,,
9-Sep,FRA,BUGS BUNNY,DAFFY DUCK,1,0,0,,,,
8-Dec,FRA,CAR,CLA,1,0,0,,,,
13-10,FRA,CAR,CLA,1,0,0,,,,
2-Nov,FRA,CAR,FIS,1,0,0,,,,
5-Jan,FRA,CAR,FLO,1,0,0,,,,
4-Nov,FRA,CAR,FLO,1,0,0,,,,
8-Jul,FRA,CAR,KOL,1,0,0,,,,
3-Dec,FRA,CAR,KOL,1,0,0,,,,
9-Dec,FRA,CAR,KOL,1,0,0,,,,
4-Jun,FRA,CAR,LOM,1,0,0,,,,
3-Jan,FRA,CAR,RYB,1,0,0,,,,
10-Jan,FRA,CAR,RYB,1,0,0,,,,
1-Jun,FRA,CAR,RYB,1,0,0,,,,
6-Aug,FRA,CAR,RYB,1,0,0,,,,
9-Nov,FRA,CAR,XXX,1,1,1,,,,
1-Dec,FRA,CAR,XXX,1,1,1,,,,
4-Mar,FRA,CLA,CAR,1,0,0,,,,
9-Nov,FRA,CLA,CAR,1,0,0,,,,
6-Jan,FRA,CLA,EVE,1,0,0,,,,
1-Jul,FRA,CLA,EVE,1,0,0,,,,
3-Jan,FRA,CLA,FLO,1,0,0,,,,
9-Jan,FRA,CLA,FLO,1,0,0,,,,
3-Apr,FRA,CLA,FLO,1,0,0,,,,
1-May,FRA,CLA,FLO,1,0,0,,,,
3-Jun,FRA,CLA,FLO,1,0,0,,,,
8-Jul,FRA,CLA,FLO,1,0,0,,,,
3-Dec,FRA,CLA,FLO,1,0,0,,,,
9-Dec,FRA,CLA,FLO,1,0,0,,,,
2-Jan,FRA,CLA,KOL,1,0,0,,,,
4-Jan,FRA,CLA,KOL,1,0,0,,,,
5-Jan,FRA,CLA,KOL,1,0,0,,,,
5-Feb,FRA,CLA,KOL,1,0,0,,,,
2-Apr,FRA,CLA,KOL,1,0,0,,,,
8-Jun,FRA,CLA,KOL,1,0,0,,,,
5-Aug,FRA,CLA,KOL,1,0,0,,,,
6-Aug,FRA,CLA,KOL,1,0,0,,,,
1-Sep,FRA,CLA,KOL,1,0,0,,,,
2-Sep,FRA,CLA,KOL,1,0,0,,,,
7-Sep,FRA,CLA,KOL,1,0,0,,,,
4-Dec,FRA,CLA,KOL,1,0,0,,,,
6-Dec,FRA,CLA,KOL,1,0,0,,,,
13-10,FRA,CLA,KOL,1,0,0,,,,
5-Feb,FRA,CLA,LOM,1,0,0,,,,
4-Mar,FRA,CLA,LOM,1,0,0,,,,
6-Apr,FRA,CLA,LOM,1,0,0,,,,
8-Aug,FRA,CLA,LOM,1,0,0,,,,
2-Sep,FRA,CLA,LOM,1,0,0,,,,
1-Jul,FRA,CLA,MCG,1,0,0,,,,
9-Nov,FRA,CLA,MCG,1,0,0,,,,
13-09,FRA,CLA,MCG,1,0,0,,,,
5-Jan,FRA,CLA,PAUL A. AUGUSTON,1,0,0,,,,
3-Jan,FRA,CLA,RYB,1,0,0,,,,
9-Jan,FRA,CLA,RYB,1,0,0,,,,
10-Feb,FRA,CLA,RYB,1,0,0,,,,
10-Apr,FRA,CLA,RYB,1,0,0,,,,
4-Jul,FRA,CLA,RYB,1,0,0,,,,
8-Jul,FRA,CLA,RYB,1,0,0,,,,
7-Oct,FRA,CLA,RYB,1,0,0,,,,
7-Nov,FRA,CLA,RYB,1,0,0,,,,
4-Dec,FRA,CLA,RYB,1,0,0,,,,
5-Dec,FRA,CLA,RYB,1,0,0,,,,
13-04,FRA,CLA,RYB,1,0,0,,,,
3-Jan,FRA,CLA,XXX,1,1,1,,,,
3-Feb,FRA,CLA,XXX,1,1,1,,,,
5-Feb,FRA,CLA,XXX,1,1,1,,,,
9-Feb,FRA,CLA,XXX,1,1,1,,,,
3-Mar,FRA,CLA,XXX,1,1,1,,,,
4-Apr,FRA,CLA,XXX,1,1,1,,,,
5-Jun,FRA,CLA,XXX,1,1,1,,,,
8-Jul,FRA,CLA,XXX,1,1,1,,,,
7-Aug,FRA,CLA,XXX,1,1,1,,,,
9-Dec,FRA,CLA,XXX,1,1,1,,,,
10-Dec,FRA,CLA,XXX,1,1,1,,,,
13-03,FRA,CLA,XXX,1,1,1,,,,
13-04,FRA,CLA,XXX,1,1,1,,,,
7-Aug,FRA,E ASTE,A CANO,1,0,0,,,,
6-Feb,FRA,EVE,CAR,1,0,0,,,,
9-Apr,FRA,EVE,CLA,1,0,0,,,,
13-02,FRA,EVE,FIS,1,0,0,,,,
1-Feb,FRA,EVE,KOL,1,0,0,,,,
4-Mar,FRA,EVE,KOL,1,0,0,,,,
5-May,FRA,EVE,LOM,1,0,0,,,,
9-Feb,FRA,EVE,WIL,1,0,0,,,,
4-May,FRA,EVE,XXX,1,1,1,,,,
13-09,FRA,EVE,XXX,1,1,1,,,,
3-Feb,FRA,FIS,CAR,1,0,0,,,,
9-Sep,FRA,FIS,CAR,1,0,0,,,,
1-Dec,FRA,FIS,CAR,1,0,0,,,,
4-Apr,FRA,FIS,CLA,1,0,0,,,,
1-Oct,FRA,FIS,CLA,1,0,0,,,,
1-Dec,FRA,FIS,CLA,1,0,0,,,,
5-Aug,FRA,FIS,FLO,1,0,0,,,,
9-Nov,FRA,FIS,FLO,1,0,0,,,,
5-Jul,FRA,FIS,KOL,1,0,0,,,,
4-Mar,FRA,FIS,LOM,1,0,0,,,,
10-Aug,FRA,FIS,LOM,1,0,0,,,,
5-Dec,FRA,FIS,LOM,1,0,0,,,,
4-Jan,FRA,FIS,RYB,1,0,0,,,,
3-Mar,FRA,FIS,RYB,1,0,0,,,,
2-Apr,FRA,FIS,RYB,1,0,0,,,,
7-Apr,FRA,FIS,RYB,1,0,0,,,,
6-May,FRA,FIS,RYB,1,0,0,,,,
2-Jul,FRA,FIS,RYB,1,0,0,,,,
4-Aug,FRA,FIS,RYB,1,0,0,,,,
7-Aug,FRA,FIS,RYB,1,0,0,,,,
2-Dec,FRA,FIS,RYB,1,0,0,,,,
3-Dec,FRA,FIS,RYB,1,0,0,,,,
4-Jan,FRA,FIS,XXX,1,1,1,,,,
2-Feb,FRA,FIS,XXX,1,1,1,,,,
6-May,FRA,FIS,XXX,1,1,1,,,,
1-Jun,FRA,FIS,XXX,1,1,1,,,,
2-Aug,FRA,FIS,XXX,1,1,1,,,,
4-Dec,FRA,FIS,XXX,1,1,1,,,,
1-Apr,FRA,FLO,BOB MILLER,1,0,0,,,,
2-Jan,FRA,FLO,CAR,1,0,0,,,,
8-Apr,FRA,FLO,CAR,1,0,0,,,,
7-Aug,FRA,FLO,CAR,1,0,0,,,,
10-Sep,FRA,FLO,CAR,1,0,0,,,,
2-Nov,FRA,FLO,CAR,1,0,0,,,,
13-05,FRA,FLO,CAR,1,0,0,,,,
3-Jan,FRA,FLO,CLA,1,0,0,,,,
6-Jan,FRA,FLO,CLA,1,0,0,,,,
6-Mar,FRA,FLO,CLA,1,0,0,,,,
2-Apr,FRA,FLO,CLA,2,0,0,,,,
6-Apr,FRA,FLO,CLA,2,0,0,,,,
9-Apr,FRA,FLO,CLA,1,0,0,,,,
1-Jul,FRA,FLO,CLA,2,0,0,,,,
4-Jul,FRA,FLO,CLA,1,0,0,,,,
10-Jul,FRA,FLO,CLA,1,0,0,,,,
3-Aug,FRA,FLO,CLA,1,0,0,,,,
6-Aug,FRA,FLO,CLA,1,0,0,,,,
8-Aug,FRA,FLO,CLA,1,0,0,,,,
4-Sep,FRA,FLO,CLA,1,0,0,,,,
6-Sep,FRA,FLO,CLA,2,0,0,,,,
8-Sep,FRA,FLO,CLA,1,0,0,,,,
9-Nov,FRA,FLO,CLA,1,0,0,,,,
1-Dec,FRA,FLO,CLA,4,0,0,,,,
6-Dec,FRA,FLO,CLA,3,0,0,,,,
10-Dec,FRA,FLO,CLA,1,0,0,,,,
13-04,FRA,FLO,CLA,1,0,0,,,,
10-Jan,FRA,FLO,EVE,1,0,0,,,,
2-Feb,FRA,FLO,EVE,1,0,0,,,,
6-May,FRA,FLO,EVE,1,0,0,,,,
3-Aug,FRA,FLO,EVE,1,0,0,,,,
5-Aug,FRA,FLO,EVE,1,0,0,,,,
1-Oct,FRA,FLO,EVE,1,0,0,,,,
5-Dec,FRA,FLO,EVE,1,0,0,,,,
8-Dec,FRA,FLO,EVE,1,0,0,,,,
2-Jan,FRA,FLO,FIS,1,0,0,,,,
8-Jan,FRA,FLO,FIS,2,0,0,,,,
9-Apr,FRA,FLO,FIS,1,0,0,,,,
2-May,FRA,FLO,FIS,1,0,0,,,,
10-May,FRA,FLO,FIS,1,0,0,,,,
3-Jun,FRA,FLO,FIS,1,0,0,,,,
7-Aug,FRA,FLO,FIS,1,0,0,,,,
9-Aug,FRA,FLO,FIS,1,0,0,,,,
1-Nov,FRA,FLO,FIS,1,0,0,,,,
2-Nov,FRA,FLO,FIS,1,0,0,,,,
8-Nov,FRA,FLO,FIS,1,0,0,,,,
2-Dec,FRA,FLO,FIS,1,0,0,,,,
3-Dec,FRA,FLO,FIS,1,0,0,,,,
10-Dec,FRA,FLO,FIS,1,0,0,,,,
13-05,FRA,FLO,FIS,1,0,0,,,,
9-Dec,FRA,FLO,JENNIFER HAUGEN,1,0,0,,,,
5-Jan,FRA,FLO,KOL,1,0,0,,,,
8-Jan,FRA,FLO,KOL,1,0,0,,,,
2-Feb,FRA,FLO,KOL,3,0,0,,,,
3-Feb,FRA,FLO,KOL,1,0,0,,,,
3-Mar,FRA,FLO,KOL,1,0,0,,,,
4-Mar,FRA,FLO,KOL,1,0,0,,,,
6-Mar,FRA,FLO,KOL,1,0,0,,,,
1-Apr,FRA,FLO,KOL,2,0,0,,,,
2-Apr,FRA,FLO,KOL,2,0,0,,,,
3-Apr,FRA,FLO,KOL,1,0,0,,,,
4-Apr,FRA,FLO,KOL,1,0,0,,,,
8-Apr,FRA,FLO,KOL,1,0,0,,,,
10-Apr,FRA,FLO,KOL,1,0,0,,,,
1-May,FRA,FLO,KOL,1,0,0,,,,
3-May,FRA,FLO,KOL,1,0,0,,,,
4-May,FRA,FLO,KOL,2,0,0,,,,
6-May,FRA,FLO,KOL,1,0,0,,,,
8-May,FRA,FLO,KOL,1,0,0,,,,
2-Jul,FRA,FLO,KOL,1,0,0,,,,
4-Jul,FRA,FLO,KOL,1,0,0,,,,
5-Jul,FRA,FLO,KOL,2,0,0,,,,
10-Jul,FRA,FLO,KOL,1,0,0,,,,
1-Aug,FRA,FLO,KOL,1,0,0,,,,
5-Aug,FRA,FLO,KOL,2,0,0,,,,
8-Aug,FRA,FLO,KOL,1,0,0,,,,
3-Sep,FRA,FLO,KOL,1,0,0,,,,
4-Sep,FRA,FLO,KOL,1,0,0,,,,
8-Sep,FRA,FLO,KOL,1,0,0,,,,
10-Sep,FRA,FLO,KOL,1,0,0,,,,
1-Nov,FRA,FLO,KOL,1,0,0,,,,
5-Nov,FRA,FLO,KOL,2,0,0,,,,
7-Nov,FRA,FLO,KOL,1,0,0,,,,
1-Dec,FRA,FLO,KOL,1,0,0,,,,
2-Dec,FRA,FLO,KOL,1,0,0,,,,
3-Dec,FRA,FLO,KOL,2,0,0,,,,
8-Dec,FRA,FLO,KOL,1,0,0,,,,
9-Dec,FRA,FLO,KOL,1,0,0,,,,
10-Dec,FRA,FLO,KOL,1,0,0,,,,
13-01,FRA,FLO,KOL,1,0,0,,,,
13-03,FRA,FLO,KOL,2,0,0,,,,
13-10,FRA,FLO,KOL,2,0,0,,,,
3-Jan,FRA,FLO,LOM,2,0,0,,,,
4-Jan,FRA,FLO,LOM,1,0,0,,,,
9-Jan,FRA,FLO,LOM,1,0,0,,,,
1-Feb,FRA,FLO,LOM,1,0,0,,,,
3-Feb,FRA,FLO,LOM,1,0,0,,,,
8-Feb,FRA,FLO,LOM,1,0,0,,,,
3-Mar,FRA,FLO,LOM,1,0,0,,,,
6-Mar,FRA,FLO,LOM,1,0,0,,,,
3-Apr,FRA,FLO,LOM,1,0,0,,,,
8-Apr,FRA,FLO,LOM,2,0,0,,,,
9-Apr,FRA,FLO,LOM,1,0,0,,,,
1-May,FRA,FLO,LOM,2,0,0,,,,
1-Aug,FRA,FLO,LOM,1,0,0,,,,
3-Sep,FRA,FLO,LOM,1,0,0,,,,
11-Sep,FRA,FLO,LOM,1,0,0,,,,
1-Oct,FRA,FLO,LOM,1,0,0,,,,
2-Oct,FRA,FLO,LOM,1,0,0,,,,
7-Oct,FRA,FLO,LOM,1,0,0,,,,
11-Oct,FRA,FLO,LOM,1,0,0,,,,
6-Nov,FRA,FLO,LOM,1,0,0,,,,
9-Nov,FRA,FLO,LOM,1,0,0,,,,
2-Dec,FRA,FLO,LOM,1,0,0,,,,
3-Dec,FRA,FLO,LOM,1,0,0,,,,
13-04,FRA,FLO,LOM,1,0,0,,,,
13-06,FRA,FLO,LOM,1,0,0,,,,
13-08,FRA,FLO,LOM,1,0,0,,,,
13-09,FRA,FLO,LOM,1,0,0,,,,
3-Feb,FRA,FLO,MCG,1,0,0,,,,
4-Mar,FRA,FLO,MCG,1,0,0,,,,
6-Mar,FRA,FLO,MCG,1,0,0,,,,
5-Apr,FRA,FLO,MCG,1,0,0,,,,
2-Nov,FRA,FLO,MCG,1,0,0,,,,
3-Dec,FRA,FLO,MCG,1,0,0,,,,
11-Dec,FRA,FLO,MCG,1,0,0,,,,
13-08,FRA,FLO,MCG,1,0,0,,,,
13-09,FRA,FLO,MCG,1,0,0,,,,
1-Jan,FRA,FLO,RYB,3,0,0,,,,
2-Jan,FRA,FLO,RYB,2,0,0,,,,
3-Jan,FRA,FLO,RYB,2,0,0,,,,
4-Jan,FRA,FLO,RYB,1,0,0,,,,
4-Jan,FRA,FLO,RYB,2,0,0,,,,
5-Jan,FRA,FLO,RYB,3,0,0,,,,
6-Jan,FRA,FLO,RYB,1,0,0,,,,
7-Jan,FRA,FLO,RYB,1,0,0,,,,
8-Jan,FRA,FLO,RYB,1,0,0,,,,
10-Jan,FRA,FLO,RYB,1,0,0,,,,
2-Feb,FRA,FLO,RYB,1,0,0,,,,
7-Feb,FRA,FLO,RYB,1,0,0,,,,
1-Mar,FRA,FLO,RYB,1,0,0,,,,
2-Mar,FRA,FLO,RYB,1,0,0,,,,
3-Mar,FRA,FLO,RYB,3,0,0,,,,
4-Mar,FRA,FLO,RYB,1,0,0,,,,
5-Mar,FRA,FLO,RYB,4,0,0,,,,
6-Mar,FRA,FLO,RYB,4,0,0,,,,
9-Mar,FRA,FLO,RYB,1,0,0,,,,
1-Apr,FRA,FLO,RYB,1,0,0,,,,
3-Apr,FRA,FLO,RYB,1,0,0,,,,
4-Apr,FRA,FLO,RYB,2,0,0,,,,
5-Apr,FRA,FLO,RYB,1,0,0,,,,
6-Apr,FRA,FLO,RYB,2,0,0,,,,
7-Apr,FRA,FLO,RYB,1,0,0,,,,
8-Apr,FRA,FLO,RYB,1,0,0,,,,
1-May,FRA,FLO,RYB,6,0,0,,,,
2-May,FRA,FLO,RYB,1,0,0,,,,
3-May,FRA,FLO,RYB,1,0,0,,,,
5-May,FRA,FLO,RYB,1,0,0,,,,
2-Jun,FRA,FLO,RYB,1,0,0,,,,
3-Jun,FRA,FLO,RYB,3,0,0,,,,
5-Jun,FRA,FLO,RYB,1,0,0,,,,
8-Jun,FRA,FLO,RYB,2,0,0,,,,
1-Jul,FRA,FLO,RYB,2,0,0,,,,
3-Jul,FRA,FLO,RYB,2,0,0,,,,
4-Jul,FRA,FLO,RYB,1,0,0,,,,
6-Jul,FRA,FLO,RYB,1,0,0,,,,
8-Jul,FRA,FLO,RYB,3,0,0,,,,
9-Jul,FRA,FLO,RYB,1,0,0,,,,
10-Jul,FRA,FLO,RYB,1,0,0,,,,
5-Aug,FRA,FLO,RYB,1,0,0,,,,
6-Aug,FRA,FLO,RYB,4,0,0,,,,
7-Aug,FRA,FLO,RYB,1,0,0,,,,
8-Aug,FRA,FLO,RYB,3,0,0,,,,
9-Aug,FRA,FLO,RYB,2,0,0,,,,
10-Aug,FRA,FLO,RYB,3,0,0,,,,
1-Sep,FRA,FLO,RYB,2,0,0,,,,
2-Sep,FRA,FLO,RYB,4,0,0,,,,
4-Sep,FRA,FLO,RYB,1,0,0,,,,
6-Sep,FRA,FLO,RYB,2,0,0,,,,
7-Sep,FRA,FLO,RYB,1,0,0,,,,
8-Sep,FRA,FLO,RYB,2,0,0,,,,
1-Oct,FRA,FLO,RYB,2,0,0,,,,
3-Oct,FRA,FLO,RYB,1,0,0,,,,
5-Oct,FRA,FLO,RYB,1,0,0,,,,
6-Oct,FRA,FLO,RYB,1,0,0,,,,
8-Oct,FRA,FLO,RYB,3,0,0,,,,
9-Oct,FRA,FLO,RYB,2,0,0,,,,
10-Oct,FRA,FLO,RYB,1,0,0,,,,
1-Nov,FRA,FLO,RYB,1,0,0,,,,
3-Nov,FRA,FLO,RYB,1,0,0,,,,
4-Nov,FRA,FLO,RYB,2,0,0,,,,
7-Nov,FRA,FLO,RYB,4,0,0,,,,
8-Nov,FRA,FLO,RYB,1,0,0,,,,
9-Nov,FRA,FLO,RYB,2,0,0,,,,
1-Dec,FRA,FLO,RYB,2,0,0,,,,
2-Dec,FRA,FLO,RYB,1,0,0,,,,
3-Dec,FRA,FLO,RYB,4,0,0,,,,
5-Dec,FRA,FLO,RYB,2,0,0,,,,
6-Dec,FRA,FLO,RYB,1,0,0,,,,
8-Dec,FRA,FLO,RYB,1,0,0,,,,
9-Dec,FRA,FLO,RYB,1,0,0,,,,
11-Dec,FRA,FLO,RYB,2,0,0,,,,
13-02,FRA,FLO,RYB,1,0,0,,,,
13-04,FRA,FLO,RYB,1,0,0,,,,
13-05,FRA,FLO,RYB,2,0,0,,,,
13-06,FRA,FLO,RYB,3,0,0,,,,
13-08,FRA,FLO,RYB,2,0,0,,,,
13-09,FRA,FLO,RYB,1,0,0,,,,
5-May,FRA,FLO,WIL,1,0,0,,,,
13-07,FRA,FLO,WIL,1,0,0,,,,
1-Jan,FRA,FLO,XXX,2,1,2,,,,
2-Jan,FRA,FLO,XXX,7,1,7,,,,
3-Jan,FRA,FLO,XXX,1,1,1,,,,
5-Jan,FRA,FLO,XXX,1,1,1,,,,
6-Jan,FRA,FLO,XXX,4,1,4,,,,
9-Jan,FRA,FLO,XXX,1,1,1,,,,
10-Jan,FRA,FLO,XXX,1,1,1,,,,
2-Feb,FRA,FLO,XXX,1,1,1,,,,
5-Feb,FRA,FLO,XXX,1,1,1,,,,
7-Feb,FRA,FLO,XXX,1,1,1,,,,
9-Feb,FRA,FLO,XXX,1,1,1,,,,
2-Mar,FRA,FLO,XXX,1,1,1,,,,
3-Mar,FRA,FLO,XXX,1,1,1,,,,
4-Mar,FRA,FLO,XXX,1,1,1,,,,
6-Mar,FRA,FLO,XXX,1,1,1,,,,
9-Mar,FRA,FLO,XXX,1,1,1,,,,
2-Apr,FRA,FLO,XXX,1,1,1,,,,
4-Apr,FRA,FLO,XXX,2,1,2,,,,
4-Apr,FRA,FLO,XXX,2,1,2,,,,
6-Apr,FRA,FLO,XXX,2,1,2,,,,
8-Apr,FRA,FLO,XXX,1,1,1,,,,
9-Apr,FRA,FLO,XXX,1,1,1,,,,
1-May,FRA,FLO,XXX,1,1,1,,,,
4-May,FRA,FLO,XXX,1,1,1,,,,
5-May,FRA,FLO,XXX,1,1,1,,,,
7-May,FRA,FLO,XXX,1,1,1,,,,
8-May,FRA,FLO,XXX,2,1,2,,,,
9-May,FRA,FLO,XXX,1,1,1,,,,
10-May,FRA,FLO,XXX,1,1,1,,,,
1-Jun,FRA,FLO,XXX,1,1,1,,,,
5-Jun,FRA,FLO,XXX,1,1,1,,,,
7-Jun,FRA,FLO,XXX,1,1,1,,,,
2-Jul,FRA,FLO,XXX,1,1,1,,,,
3-Jul,FRA,FLO,XXX,1,1,1,,,,
1-Aug,FRA,FLO,XXX,1,1,1,,,,
5-Aug,FRA,FLO,XXX,1,1,1,,,,
6-Aug,FRA,FLO,XXX,1,1,1,,,,
7-Aug,FRA,FLO,XXX,1,1,1,,,,
8-Aug,FRA,FLO,XXX,1,1,1,,,,
1-Sep,FRA,FLO,XXX,2,1,2,,,,
5-Sep,FRA,FLO,XXX,1,1,1,,,,
7-Sep,FRA,FLO,XXX,1,1,1,,,,
8-Sep,FRA,FLO,XXX,4,1,4,,,,
3-Oct,FRA,FLO,XXX,1,1,1,,,,
4-Oct,FRA,FLO,XXX,1,1,1,,,,
5-Oct,FRA,FLO,XXX,1,1,1,,,,
8-Oct,FRA,FLO,XXX,1,1,1,,,,
5-Nov,FRA,FLO,XXX,2,1,2,,,,
8-Nov,FRA,FLO,XXX,1,1,1,,,,
4-Dec,FRA,FLO,XXX,1,1,1,,,,
6-Dec,FRA,FLO,XXX,1,1,1,,,,
9-Dec,FRA,FLO,XXX,1,1,1,,,,
11-Dec,FRA,FLO,XXX,1,1,1,,,,
13-03,FRA,FLO,XXX,2,1,2,,,,
13-04,FRA,FLO,XXX,3,1,3,,,,
13-05,FRA,FLO,XXX,4,1,4,,,,
13-06,FRA,FLO,XXX,1,1,1,,,,
13-07,FRA,FLO,XXX,1,1,1,,,,
13-09,FRA,FLO,XXX,2,1,2,,,,
